"Dataset","Methods","ctd","out","mue","u_mue","mse","u_mse","rmsd","u_rmsd","skew","u_skew","kurt","u_kurt","kurtcs","u_kurtcs","q95hd","u_q95hd","gini","u_gini","lasym","u_lasym","pietra","u_pietra"
"Ref_GandHBias2","g=0.3",0,FALSE,0.80893,0.021,7.4073e-19,0.034,1.0622,0.036,1.1936,0.21,6.0328,1.4,0.32653,0.16,2.0026,0.1,0.42919,0.0097,0.85761,0.018,0.30822,0.0074
"Ref_GandHBias2","g=0.4",0,FALSE,0.88314,0.024,2.3412e-18,0.037,1.1639,0.042,1.3988,0.15,6.4147,0.8,0.32646,0.18,2.0511,0.13,0.41852,0.011,0.89388,0.022,0.29686,0.0077
"Ref_GandHBias2","g=0.5",0,FALSE,0.90388,0.023,1.6319e-17,0.035,1.1759,0.039,1.3181,0.14,5.5899,0.78,0.071819,0.15,2.3072,0.11,0.41567,0.01,0.86534,0.022,0.2921,0.0074
"Ref_GandHBias2","g=0.6",0,FALSE,0.88211,0.026,2.8265e-17,0.038,1.2133,0.05,1.8213,0.17,7.9264,1.2,0.75225,0.21,2.409,0.16,0.44145,0.011,0.9024,0.022,0.31072,0.0082
"Ref_GandHBias2","g=0.7",0,FALSE,0.9953,0.035,-1.381e-17,0.047,1.5185,0.13,3.9608,0.89,34.541,11,0.77385,0.28,2.705,0.17,0.44237,0.015,0.94787,0.034,0.3022,0.011
"Ref_GandHBias2","g=0.8",0,FALSE,1.0935,0.039,-6.3595e-18,0.054,1.657,0.11,3.1587,0.38,18.783,4.1,1.0108,0.31,2.937,0.23,0.44673,0.015,0.96254,0.041,0.30202,0.011
"Ref_GandHBias2","g=0.9",0,FALSE,1.1614,0.044,4.3089e-18,0.057,1.8243,0.16,4.1513,0.94,35.344,14,1.5863,0.36,3.2174,0.3,0.44065,0.016,1.0155,0.04,0.29792,0.012
"Ref_GandHBias2","g=1",0,FALSE,1.2115,0.049,4.7646e-17,0.061,1.991,0.17,4.3617,0.6,33.387,7.7,1.7278,0.41,3.3583,0.37,0.4449,0.017,1.0828,0.06,0.29708,0.014
"BOR2019","LDA",0,FALSE,0.70171,0.037,6.683e-18,0.049,1.0693,0.093,2.7092,0.59,16.19,5.8,1.5666,0.48,2.0336,0.2,0.49316,0.018,0.89577,0.035,0.34935,0.013
"BOR2019","LDA + SOC",0,FALSE,0.69326,0.036,-1.1455e-17,0.049,1.0616,0.093,2.7664,0.61,16.676,6,1.6548,0.49,2.0288,0.21,0.49424,0.018,0.9016,0.03,0.35065,0.014
"BOR2019","PBE",0,FALSE,0.67338,0.036,1.2654e-17,0.047,1.0261,0.093,2.7939,0.66,17.579,6.6,1.6037,0.49,1.9322,0.18,0.48774,0.018,0.93498,0.032,0.34694,0.014
"BOR2019","PBE + SOC",0,FALSE,0.65904,0.035,-2.2041e-17,0.046,1.0144,0.094,2.9045,0.68,18.452,6.9,1.6426,0.5,1.9285,0.19,0.49188,0.019,0.90822,0.031,0.34847,0.014
"BOR2019","PBE_SOL",0,FALSE,0.68645,0.036,-4.6924e-18,0.047,1.0389,0.089,2.6475,0.59,15.83,5.7,1.5244,0.49,1.9861,0.18,0.49023,0.018,0.90136,0.033,0.34867,0.013
"BOR2019","HLE16",0,FALSE,0.58972,0.032,-6.3101e-18,0.042,0.89549,0.084,2.7375,0.54,17.316,4.2,1.5827,0.46,1.6285,0.13,0.4774,0.019,0.95852,0.031,0.34117,0.014
"BOR2019","HLE16 + SOC",0,FALSE,0.54985,0.031,1.3898e-17,0.04,0.85954,0.089,3.1985,0.6,21.006,5.3,1.6353,0.47,1.535,0.17,0.4803,0.021,0.99547,0.039,0.33715,0.016
"BOR2019","BJ",0,FALSE,0.5753,0.031,5.0858e-18,0.039,0.86942,0.073,2.5292,0.52,14.734,4.6,1.7409,0.47,1.6262,0.16,0.48275,0.018,0.9787,0.033,0.3431,0.014
"BOR2019","mBJ",0,FALSE,0.48394,0.023,-1.4175e-18,0.031,0.68348,0.051,1.4937,0.52,10.421,3.2,0.72105,0.32,1.3131,0.077,0.46809,0.016,0.90772,0.031,0.33664,0.012
"BOR2019","SCAN",0,FALSE,0.60213,0.032,-1.7669e-17,0.042,0.91975,0.085,2.7898,0.68,18.037,6.6,1.5767,0.47,1.7123,0.16,0.4846,0.019,0.9952,0.034,0.34438,0.015
"BOR2019","HSE06",0,FALSE,0.53119,0.031,-7.4476e-18,0.037,0.84744,0.075,2.4106,0.68,16.558,5.8,2.6622,0.5,1.6793,0.15,0.54448,0.017,0.9274,0.027,0.39951,0.013
"BOR2019","HSE14",0,FALSE,0.54433,0.03,-8.4044e-18,0.036,0.83054,0.061,1.1504,0.54,10.811,2.4,2.3462,0.43,1.842,0.11,0.51584,0.015,0.96064,0.029,0.37901,0.013
"BOR2019","HSE_mix",0,FALSE,0.58192,0.03,1.2345e-17,0.038,0.85645,0.054,-0.32023,0.45,7.9144,1.5,1.9823,0.4,1.8328,0.14,0.50554,0.015,1.015,0.026,0.37242,0.013
"BOR2019","PBE0",0,FALSE,0.547,0.031,8.9411e-18,0.039,0.86792,0.072,2.1088,0.62,14.5,4.6,2.8445,0.49,1.7866,0.15,0.54048,0.016,0.94245,0.028,0.39556,0.013
"BOR2019","PBE0_mix",0,FALSE,0.67704,0.032,-5.7852e-18,0.043,0.96544,0.054,-0.83836,0.3,6.4592,0.91,1.7571,0.38,1.9969,0.11,0.49404,0.013,0.93742,0.027,0.36209,0.011
"HAI2018","LSDA",0,FALSE,0.13003,0.0087,-1.4524e-18,0.014,0.17064,0.012,0.73756,0.27,4.3862,0.78,0.72745,0.48,0.34359,0.036,0.43552,0.022,0.8829,0.049,0.31996,0.018
"HAI2018","GGA",0,FALSE,0.10583,0.012,6.558e-20,0.014,0.18298,0.041,4.3812,1.3,32.219,12,2.2653,1.5,0.28744,0.068,0.49273,0.045,1.0458,0.071,0.34446,0.035
"HAI2018","mGGA",0,FALSE,0.068924,0.0046,1.6519e-18,0.0074,0.09187,0.0056,0.22442,0.21,3.5641,0.37,0.83333,0.46,0.18735,0.017,0.46862,0.02,0.86265,0.044,0.34973,0.018
"HAI2018","hGGA",0,FALSE,0.051364,0.0037,7.8228e-19,0.0056,0.069613,0.0054,-0.30504,0.36,4.7753,0.67,1.0733,0.53,0.15136,0.019,0.45662,0.023,0.97462,0.048,0.33187,0.019
"HAI2018","hmGGA",0,FALSE,0.05092,0.0035,2.7805e-19,0.0056,0.068157,0.0049,0.68196,0.24,4.2736,0.6,1.0715,0.47,0.13732,0.014,0.45838,0.022,0.91648,0.045,0.33609,0.018
"NAR2019","G4MP2",0,FALSE,0.79155,0.033,-1.7823e-17,0.048,1.0567,0.046,-0.34753,0.22,4.4332,0.72,0.93653,0.26,2.2074,0.09,0.46039,0.012,0.88252,0.032,0.3422,0.01
"NAR2019","B3LYP",0,FALSE,2.562,0.12,1.0159e-17,0.17,3.6745,0.32,1.9095,0.82,15.445,6.5,0.92402,0.3,6.9301,0.56,0.46658,0.017,0.89761,0.029,0.33452,0.012
"NAR2019","M06-2X",0,FALSE,2.6979,0.1,-9.3974e-17,0.17,3.4561,0.2,1.242,0.42,7.1166,2.7,-0.20508,0.18,6.164,0.46,0.39548,0.014,0.85053,0.029,0.28314,0.01
"NAR2019","wB97X-D",0,FALSE,1.8682,0.087,3.5008e-17,0.13,2.654,0.25,2.13,0.93,17.66,7.7,0.53333,0.23,4.8642,0.31,0.44759,0.018,0.92098,0.036,0.31928,0.013
"PER2018","B3LYP",0,FALSE,0.95868,0.078,1.0953e-17,0.1,1.5103,0.12,1.614,0.3,7.2574,1.1,4.9254,0.96,3.7304,0.47,0.55994,0.018,0.98438,0.038,0.41643,0.017
"PER2018","B97-1",0,FALSE,0.69037,0.052,-1.9359e-18,0.069,1.0514,0.082,0.25805,0.39,6.6806,0.75,3.475,0.72,2.6933,0.31,0.52448,0.019,1.0429,0.039,0.39238,0.018
"PER2018","BH&HLYP",0,FALSE,2.6289,0.15,-2.2153e-17,0.23,3.4953,0.24,1.3889,0.25,5.6335,1.1,0.60202,0.48,7.1376,0.6,0.42748,0.02,1.0231,0.046,0.30323,0.017
"PER2018","BLYP",0,FALSE,1.4727,0.11,-4.5965e-17,0.14,2.2323,0.17,-1.2904,0.27,6.5931,0.87,3.4699,0.78,5.4169,0.64,0.53105,0.02,1.07,0.039,0.38845,0.02
"PER2018","CAM-B3LYP",0,FALSE,1.0513,0.074,-3.01e-17,0.1,1.5431,0.12,1.7781,0.26,6.611,1.1,5.1012,1.3,3.7034,0.39,0.48616,0.02,1.1303,0.038,0.35966,0.019
"PER2018","LC-ωPBE",0,FALSE,1.145,0.078,1.8854e-17,0.11,1.6697,0.14,1.7247,0.35,8.0118,1.8,2.8174,0.82,3.8691,0.45,0.4739,0.022,1.0526,0.04,0.34444,0.019
"PER2018","PBE",0,FALSE,1.8871,0.12,-1.0238e-16,0.17,2.6678,0.2,-1.335,0.23,6.041,0.86,1.9695,0.52,5.7154,0.65,0.48075,0.02,1.0184,0.04,0.34622,0.017
"PER2018","PBE0",0,FALSE,0.99075,0.068,-5.5621e-17,0.096,1.442,0.12,1.7744,0.21,7.1871,1,2.994,0.86,3.0876,0.48,0.49309,0.021,0.91575,0.038,0.36358,0.017
"PER2018","PW86PBE",0,FALSE,1.6681,0.12,3.9315e-17,0.16,2.4625,0.2,-1.4858,0.27,7.0637,1.1,2.6844,0.59,5.9467,0.75,0.50238,0.022,1.0525,0.042,0.36406,0.02
"SCH2018","LDA",0,FALSE,0.38985,0.02,-1.7029e-17,0.035,0.48557,0.024,0.14917,0.14,2.8664,0.22,0.13764,0.23,0.97468,0.066,0.40332,0.016,0.88081,0.041,0.29341,0.014
"SCH2018","PBE",0,FALSE,0.17241,0.0089,3.177e-18,0.016,0.21256,0.0094,-0.11044,0.12,2.5127,0.18,-0.089637,0.22,0.41594,0.015,0.40136,0.017,0.88265,0.048,0.29985,0.014
"SCH2018","RPBE",0,FALSE,0.15861,0.0071,1.8786e-19,0.013,0.18856,0.0076,0.10973,0.12,2.2494,0.16,-0.64345,0.2,0.3488,0.021,0.35976,0.018,0.80754,0.043,0.26003,0.015
"SCH2018","vdW-DF2",0,FALSE,0.20672,0.01,2.6309e-18,0.017,0.25419,0.011,-0.17486,0.13,2.6425,0.19,-0.059188,0.27,0.5115,0.038,0.39376,0.018,0.85718,0.04,0.29154,0.015
"SCH2018","BEEF-vdW",0,FALSE,0.14603,0.0079,-3.4025e-18,0.013,0.18237,0.0083,-0.16862,0.11,2.5156,0.17,-0.088302,0.27,0.34096,0.0098,0.4175,0.017,0.81164,0.039,0.31269,0.015
"SCH2018","mBEEF",0,FALSE,0.18769,0.011,4.4883e-19,0.018,0.24212,0.014,-0.99989,0.14,3.4797,0.46,0.23825,0.32,0.52794,0.038,0.43076,0.018,0.8764,0.043,0.30889,0.016
"SCH2018","mBEEF-vdW",0,FALSE,0.22424,0.012,1.6791e-19,0.021,0.2848,0.014,-0.55838,0.13,2.9858,0.33,0.0010874,0.29,0.57799,0.025,0.42761,0.019,0.84086,0.043,0.30976,0.016
"THA2015","M11",0,FALSE,0.029536,0.0029,-1.9691e-19,0.0041,0.045132,0.0049,-0.74673,0.59,7.315,1.7,3.1787,0.87,0.10254,0.014,0.54435,0.024,0.98522,0.046,0.40766,0.022
"THA2015","M06-2X",0,FALSE,0.029152,0.0028,-5.8103e-19,0.0039,0.043625,0.0045,-0.62156,0.51,6.5305,1.2,2.8278,0.75,0.10143,0.013,0.52145,0.023,1.0357,0.046,0.38922,0.022
"THA2015","ωB97",0,FALSE,0.031587,0.0028,-2.2859e-19,0.004,0.045208,0.0042,-0.58476,0.43,5.7263,0.81,2.1408,0.67,0.11095,0.014,0.48991,0.023,0.93279,0.059,0.35174,0.021
"THA2015","LC-τHCTH",0,FALSE,0.029989,0.0027,-2.8483e-19,0.0039,0.043649,0.0042,-0.47628,0.48,6.144,0.94,2.0925,0.69,0.1057,0.015,0.50199,0.024,0.93372,0.057,0.36296,0.021
"THA2015","HISS",0,FALSE,0.028848,0.0028,-3.4333e-20,0.0038,0.042843,0.0043,-0.55912,0.5,6.4072,1.1,2.8006,0.74,0.10229,0.013,0.51505,0.023,0.9554,0.055,0.37875,0.021
"THA2015","LC-ωPBE",0,FALSE,0.030672,0.0028,-4.7057e-19,0.004,0.04481,0.0043,-0.73851,0.43,5.9436,0.94,2.4129,0.76,0.10974,0.014,0.51117,0.023,0.9112,0.063,0.36831,0.021
"THA2015","MP2",0,FALSE,0.030343,0.0028,3.9125e-19,0.0039,0.044456,0.0044,-0.085745,0.51,6.1236,0.83,2.6273,0.8,0.10889,0.016,0.50337,0.023,1.0199,0.052,0.36785,0.022
"WU2015","HF",0,FALSE,0.022253,0.0017,-1.1537e-18,0.0022,0.029539,0.0024,-0.86448,0.32,4.8087,1.2,0.45803,0.39,0.060175,0.0058,0.44706,0.023,0.88874,0.047,0.32675,0.018
"WU2015","MP2",0,FALSE,0.0038951,0.00026,1.2188e-19,0.00042,0.0049689,0.00032,0.070321,0.21,3.2793,0.37,0.25743,0.37,0.0099892,0.0011,0.42385,0.022,0.90213,0.05,0.30944,0.018
"WU2015","LSDA",0,FALSE,0.017093,0.0015,1.2347e-19,0.0021,0.024686,0.0026,0.087677,0.65,7.2348,1.2,1.4976,0.77,0.054658,0.0089,0.47781,0.027,1.0307,0.061,0.3403,0.023
"WU2015","PBE",0,FALSE,0.016449,0.0015,5.8949e-19,0.0021,0.024385,0.0026,-0.13657,0.64,7.1452,1.2,1.9302,0.84,0.05512,0.009,0.50782,0.026,0.91929,0.057,0.36507,0.023
"WU2015","HCTH",0,FALSE,0.016979,0.0015,-2.5871e-19,0.0021,0.024769,0.0026,-0.097653,0.62,6.9157,1.1,1.5534,0.8,0.055517,0.0088,0.49573,0.027,0.99633,0.06,0.35324,0.023
"WU2015","N12",0,FALSE,0.018272,0.0017,4.1531e-19,0.0022,0.026778,0.0026,-0.4796,0.52,6.1991,0.95,2.2683,0.86,0.062286,0.0094,0.51052,0.024,0.91082,0.051,0.37137,0.021
"WU2015","revTPSS",0,FALSE,0.016196,0.0015,1.015e-19,0.002,0.023922,0.0024,-0.42261,0.57,6.605,1,2.1019,0.92,0.056013,0.0087,0.51151,0.025,0.85674,0.054,0.36942,0.022
"WU2015","tHCTH",0,FALSE,0.017176,0.0016,2.1665e-19,0.0021,0.025305,0.0026,-0.2878,0.6,6.8233,1.1,1.8901,0.84,0.058168,0.0095,0.50567,0.026,0.96577,0.06,0.36166,0.022
"WU2015","M11-L",0,FALSE,0.022556,0.0018,-3.5349e-19,0.0025,0.030962,0.0029,0.014244,0.54,5.8344,1.1,0.98503,0.79,0.062898,0.01,0.45734,0.025,0.97327,0.05,0.33092,0.021
"WU2015","MN12-L",0,FALSE,0.02164,0.0017,1.2735e-19,0.0024,0.029612,0.0024,-0.53503,0.36,4.6697,0.63,1.1217,0.66,0.068149,0.0082,0.46935,0.023,0.84315,0.053,0.33765,0.02
"WU2015","PBE0",0,FALSE,0.014538,0.0012,5.6033e-20,0.0017,0.020568,0.0019,-0.43355,0.44,5.4399,0.78,2.0461,0.7,0.047084,0.0065,0.48078,0.02,1.0158,0.043,0.36015,0.019
"WU2015","mPW1PW",0,FALSE,0.014595,0.0012,-9.7765e-20,0.0017,0.020619,0.0018,-0.51941,0.42,5.3513,0.77,2.0578,0.7,0.047449,0.0064,0.48032,0.02,1.036,0.045,0.35971,0.019
"WU2015","B3LYP",0,FALSE,0.014578,0.0013,2.6755e-19,0.0017,0.020971,0.002,-0.48976,0.49,5.8065,0.88,1.9807,0.78,0.047918,0.0069,0.49614,0.022,0.96259,0.046,0.36372,0.02
"WU2015","B3PW91",0,FALSE,0.014686,0.0013,-4.5354e-19,0.0017,0.021086,0.002,-0.53443,0.46,5.7024,0.84,2.1846,0.74,0.049214,0.007,0.49132,0.021,0.99919,0.045,0.36569,0.02
"WU2015","B97-2",0,FALSE,0.015002,0.0013,-3.3414e-19,0.0017,0.02146,0.002,-0.53733,0.44,5.5486,0.81,2.3325,0.77,0.049728,0.007,0.49118,0.02,0.97787,0.044,0.36742,0.018
"WU2015","M06",0,FALSE,0.012793,0.0011,4.3877e-19,0.0014,0.01807,0.0018,0.26772,0.57,6.4159,1.2,1.1564,0.79,0.037957,0.0061,0.48503,0.026,0.87142,0.051,0.34887,0.02
"WU2015","M06-2X",0,FALSE,0.012609,0.00093,-2.6156e-19,0.0013,0.016733,0.0013,-0.35297,0.33,4.2735,0.58,0.61941,0.52,0.03603,0.0041,0.4442,0.022,0.90883,0.054,0.32088,0.018
"WU2015","M06-HF",0,FALSE,0.015065,0.001,-3.797e-21,0.0015,0.019466,0.0014,-0.6705,0.23,3.8174,0.52,0.6168,0.42,0.040886,0.0041,0.42122,0.021,0.89338,0.053,0.30065,0.018
"WU2015","SOGGA11X",0,FALSE,0.014573,0.0011,4.9313e-19,0.0016,0.019798,0.0015,-0.59271,0.29,4.2237,0.55,1.2502,0.56,0.045369,0.004,0.46911,0.021,0.92622,0.049,0.34404,0.018
"WU2015","tHCTHhyb",0,FALSE,0.015654,0.0014,-4.2962e-19,0.0019,0.022792,0.0022,-0.54379,0.49,5.9622,0.9,2.4526,0.83,0.053589,0.0077,0.50152,0.021,0.97171,0.044,0.3735,0.019
"WU2015","BMK",0,FALSE,0.015923,0.0012,2.946e-19,0.0017,0.021186,0.0015,-0.71809,0.23,3.8952,0.55,0.75688,0.46,0.047676,0.0038,0.45634,0.021,0.91487,0.045,0.33242,0.018
"WU2015","TPSSh",0,FALSE,0.015344,0.0014,1.5796e-20,0.0018,0.022476,0.0022,-0.43513,0.51,6.1188,0.91,2.4002,0.85,0.052472,0.0076,0.50805,0.022,0.95534,0.045,0.37621,0.02
"WU2015","LC-rTPSS",0,FALSE,0.013125,0.00082,2.0815e-19,0.0013,0.016375,0.00099,-0.088523,0.19,2.9985,0.34,0.086228,0.3,0.031835,0.0026,0.40028,0.019,0.93185,0.047,0.2935,0.015
"WU2015","LC-wPBE",0,FALSE,0.012844,0.00079,-4.4499e-19,0.0013,0.015892,0.00089,-0.059442,0.15,2.7062,0.24,0.077167,0.28,0.03078,0.0016,0.39603,0.017,0.98724,0.055,0.29607,0.014
"WU2015","LC-N12",0,FALSE,0.014216,0.00091,-3.7319e-19,0.0014,0.017906,0.0011,-0.2156,0.22,3.2168,0.49,0.10209,0.31,0.034719,0.0027,0.41032,0.02,0.95689,0.052,0.30068,0.016
"WU2015","LC-HCTH",0,FALSE,0.013014,0.00091,-7.4868e-19,0.0013,0.016887,0.0012,-0.34614,0.26,3.7577,0.68,0.44907,0.36,0.033921,0.0026,0.4354,0.021,0.92189,0.051,0.31917,0.017
"WU2015","LC-tHCTH",0,FALSE,0.013917,0.00099,-3.6639e-19,0.0014,0.01821,0.0013,-0.47767,0.27,3.9019,0.75,0.36951,0.35,0.036495,0.0026,0.44394,0.022,0.92485,0.053,0.32115,0.018
"WU2015","M11",0,FALSE,0.013283,0.00085,-1.0307e-19,0.0013,0.016638,0.0011,-0.02963,0.24,3.3079,0.39,0.099412,0.36,0.033802,0.0033,0.39806,0.022,0.90979,0.054,0.28254,0.018
"WU2015","CAM-B3LYP",0,FALSE,0.013731,0.00099,-2.2203e-19,0.0014,0.018014,0.0013,-0.31673,0.26,3.77,0.43,0.82807,0.43,0.039082,0.0035,0.43775,0.019,1.0345,0.047,0.32068,0.017
"WU2015","wB97XD",0,FALSE,0.014082,0.001,-4.0405e-19,0.0015,0.01833,0.0013,-0.25783,0.26,3.6915,0.43,0.73821,0.42,0.039306,0.0033,0.4311,0.019,0.99967,0.051,0.31391,0.017
"WU2015","wB97",0,FALSE,0.014329,0.00088,-1.5665e-19,0.0014,0.017694,0.00097,-0.02014,0.15,2.6058,0.23,-0.067835,0.29,0.033259,0.0017,0.39828,0.018,0.8925,0.051,0.30057,0.015
"WU2015","wB97X",0,FALSE,0.013755,9e-04,6.5975e-19,0.0014,0.017339,0.001,-0.10717,0.17,2.9059,0.26,0.27282,0.29,0.034122,0.0028,0.41491,0.02,0.95764,0.052,0.30522,0.016
"WU2015","N12-SX",0,FALSE,0.01599,0.0013,-3.0362e-19,0.0018,0.02242,0.0019,-0.66981,0.36,5.0437,0.72,2.0471,0.61,0.052162,0.0064,0.47767,0.021,1.05,0.046,0.35839,0.019
"WU2015","MN12-SX",0,FALSE,0.017437,0.0014,-1.8754e-19,0.0019,0.024062,0.0021,-0.44567,0.43,5.1498,0.76,1.273,0.72,0.054665,0.0074,0.46905,0.024,0.90759,0.048,0.33865,0.02
"WU2015","HSE06",0,FALSE,0.014551,0.0013,2.8516e-19,0.0017,0.020787,0.0019,-0.44764,0.46,5.6685,0.83,2.0874,0.73,0.047745,0.0068,0.48794,0.021,1.012,0.044,0.364,0.019
"WU2015","HISS",0,FALSE,0.014761,0.0012,2.1703e-19,0.0016,0.020231,0.0016,-0.61463,0.26,4.206,0.56,1.3569,0.5,0.046498,0.0041,0.47979,0.021,1.003,0.049,0.35286,0.018
"ZAS2019","HF",0,FALSE,2.376,0.027,-2.4695e-17,0.041,3.1307,0.041,-0.68547,0.072,5.1281,0.26,0.34519,0.06,6.0879,0.11,0.4385,0.0037,0.88002,0.0076,0.31658,0.0029
"ZAS2019","MP2",0,FALSE,1.309,0.013,1.8112e-17,0.021,1.6661,0.016,-0.067702,0.034,3.3332,0.059,0.14486,0.067,3.346,0.053,0.42418,0.0032,0.85993,0.0077,0.30764,0.0027
"ZAS2019","SLATM_L2",0,FALSE,1.2599,0.026,-2.4825e-17,0.032,2.443,0.08,0.79971,0.54,28.515,2.7,4.4766,0.25,4.6585,0.14,0.609,0.0056,1.0114,0.008,0.45124,0.005
"ZHA2018","PBE",0,FALSE,0.11947,0.0062,1.224e-18,0.01,0.1504,0.0084,-0.54778,0.22,3.678,0.58,-0.17465,0.28,0.29594,0.031,0.40189,0.02,0.85035,0.043,0.28752,0.015
"ZHA2018","SCAN",0,FALSE,0.10108,0.007,2.1371e-18,0.0097,0.14102,0.0093,-0.30373,0.28,4.4101,0.64,1.4905,0.53,0.29064,0.02,0.50585,0.018,0.86248,0.042,0.3837,0.016
"Ref_NormBias","mu=0",-1,TRUE,0.78596,0.019,-0.0043665,0.031,0.98521,0.022,-0.0060063,0.069,2.8402,0.11,-0.073381,0.12,1.9358,0.05,0.4178,0.0079,0.82538,0.018,0.30696,0.0067
"Ref_NormBias","mu=0.5",-1,TRUE,0.90907,0.022,0.51864,0.032,1.0091,0.021,0.0013584,0.064,2.7963,0.11,-0.047885,0.11,2.1909,0.039,0.4143,0.0084,0.83562,0.018,0.30412,0.0069
"Ref_NormBias","mu=1",-1,TRUE,1.188,0.026,1.0389,0.032,1.0043,0.024,0.056535,0.092,3.3101,0.18,0.21715,0.14,2.7178,0.057,0.38562,0.0081,0.8149,0.018,0.27946,0.0066
"Ref_NormBias","mu=1.5",-1,TRUE,1.5348,0.029,1.4766,0.032,0.99869,0.022,0.031434,0.08,3.0445,0.14,-0.016457,0.12,3.1059,0.08,0.33468,0.0073,0.81438,0.019,0.24179,0.0059
"Ref_NormBias","mu=2",-1,TRUE,2.0511,0.03,2.029,0.031,1.0303,0.022,-0.037718,0.073,2.9138,0.14,-0.044219,0.11,3.7478,0.059,0.2737,0.0063,0.85053,0.018,0.19693,0.0049
"Ref_NormBias","mu=2.5",-1,TRUE,2.4649,0.031,2.4598,0.031,0.97224,0.023,0.054027,0.082,3.1463,0.17,0.18537,0.12,4.1221,0.072,0.21949,0.0054,0.86565,0.02,0.15423,0.004
"Ref_NormBias","mu=3",-1,TRUE,3.0181,0.029,3.0168,0.029,0.97947,0.022,-0.10393,0.075,2.9375,0.15,-0.020498,0.13,4.61,0.058,0.18274,0.0046,0.8471,0.02,0.12875,0.0035
"Ref_NormBias","mu=3.5",-1,TRUE,3.4925,0.032,3.4925,0.032,1.0455,0.022,-0.059666,0.062,2.7505,0.098,-0.058193,0.11,5.1817,0.062,0.16955,0.0041,0.86242,0.019,0.12003,0.0031
"Ref_NormBias","mu=4",-1,TRUE,3.9641,0.031,3.9641,0.031,0.97163,0.022,-0.070885,0.078,3.1133,0.14,0.17197,0.13,5.5203,0.065,0.13759,0.0034,0.88808,0.02,0.096348,0.0025
"Ref_NormBias","mu=4.5",-1,TRUE,4.4888,0.033,4.4888,0.033,1.0395,0.022,0.11243,0.063,2.7931,0.11,-0.073682,0.12,6.2574,0.064,0.13102,0.003,0.93032,0.019,0.09261,0.0023
"Ref_NormBias","mu=5",-1,TRUE,4.9947,0.031,4.9947,0.031,0.97973,0.024,-0.034364,0.088,3.1175,0.19,-0.053032,0.11,6.545,0.055,0.11043,0.0028,0.92067,0.021,0.078069,0.002
"Ref_Student","df=1",-1,TRUE,6.603,1.8,1.2135,1.9,58.379,23,21.471,11,606.46,210,11.21,2.2,14.909,2.3,0.86318,0.037,1.0909,0.014,0.72295,0.05
"Ref_Student","df=2",-1,TRUE,1.4148,0.086,0.13807,0.098,3.1192,0.53,-2.2786,4.7,123.84,40,2.2902,0.39,4.5124,0.29,0.58122,0.021,0.97885,0.03,0.42036,0.016
"Ref_Student","df=3",-1,TRUE,1.1072,0.055,0.054768,0.064,2.0425,0.45,9.9333,4.9,214.16,96,1.2749,0.22,3.1672,0.14,0.50497,0.019,0.93213,0.033,0.36435,0.013
"Ref_Student","df=4",-1,TRUE,1.0299,0.034,0.017045,0.047,1.4933,0.095,1.5145,0.73,16.744,5,0.79183,0.2,2.8007,0.12,0.46808,0.012,0.92339,0.023,0.33598,0.0086
"Ref_Student","df=5",-1,TRUE,0.9075,0.028,0.014017,0.043,1.2801,0.086,1.1565,1.1,19.674,9.6,0.5244,0.21,2.3912,0.12,0.45664,0.012,0.86959,0.022,0.32794,0.0086
"Ref_Student","df=6",-1,TRUE,0.91334,0.024,0.03055,0.035,1.1744,0.032,0.13346,0.12,3.8497,0.31,0.29315,0.14,2.3709,0.083,0.42583,0.008,0.91247,0.019,0.30852,0.0065
"Ref_Student","df=7",-1,TRUE,0.87544,0.022,-0.039955,0.035,1.1309,0.03,0.030901,0.13,3.9062,0.3,0.31658,0.15,2.3114,0.088,0.43191,0.0083,0.87771,0.018,0.31169,0.0068
"Ref_Student","df=8",-1,TRUE,0.87122,0.025,0.015984,0.036,1.1653,0.039,0.3173,0.22,5.3394,0.72,0.53455,0.17,2.3049,0.094,0.45228,0.0092,0.87722,0.017,0.32887,0.0073
"Ref_Student","df=9",-1,TRUE,0.86878,0.023,0.042616,0.036,1.1233,0.03,0.029496,0.13,3.9053,0.43,0.27271,0.14,2.2863,0.089,0.43552,0.0089,0.87984,0.018,0.31552,0.0073
"Ref_Student","df=10",-1,TRUE,0.85773,0.022,-0.073488,0.036,1.0933,0.03,-0.16786,0.13,3.8881,0.33,0.22633,0.17,2.1319,0.091,0.41783,0.0089,0.87328,0.019,0.30303,0.007
"Ref_Student","df=20",-1,TRUE,0.86537,0.02,0.075489,0.035,1.0836,0.025,0.029006,0.086,3.1152,0.17,-0.019001,0.12,2.1838,0.07,0.41323,0.0085,0.82569,0.018,0.29977,0.0071
"Ref_Student","df=50",-1,TRUE,0.82132,0.02,0.012152,0.032,1.0276,0.023,-0.017722,0.08,3.0342,0.15,-0.040583,0.11,2.0191,0.049,0.40981,0.0077,0.85191,0.018,0.29746,0.0064
"Ref_Student","df=100",-1,TRUE,0.79536,0.02,-0.049271,0.031,1.0107,0.024,0.15784,0.081,3.1601,0.16,0.15213,0.14,1.9814,0.059,0.42969,0.0078,0.84782,0.018,0.31751,0.0066
"Ref_StudentBias1","df=1",-1,TRUE,4.821,1.1,0.061127,1,32.9,13,-21.679,8,567.44,200,8.9882,1.5,12.177,1.5,0.77167,0.046,1.1436,0.017,0.61693,0.053
